Import Power [kW],Export Power [kW],Load Power [kW],Tariff Energy Period [-],Tariff Power Period [-],Temperature [C],PV Power [kW],Battery Charging Power [kW],Battery Discharging Power [kW],Battery Aggregate SOC [-],Tariff Energy [$/kWh]
2258.256,0.0,3074.256,0,0,17.166350913607847,0.0,0.0,816.0,0.8,0.15
2236.907,0.0,3052.907,0,0,17.20786294343281,0.0,0.0,816.0,0.79716111,0.15
2215.558,0.0,3031.558,0,0,17.249374973257776,0.0,0.0,816.0,0.79432224,0.15
2194.209,0.0,3010.209,0,0,17.290887003082744,0.0,0.0,816.0,0.79148339,0.15
2172.86,0.0,2988.86,0,0,17.33239903290771,0.0,0.0,816.0,0.78864456,0.15
2151.511,0.0,2967.511,0,0,17.373911062732674,0.0,0.0,816.0,0.78580575,0.15
2130.162,0.0,2946.162,0,0,17.41542309255764,0.0,0.0,816.0,0.78296696,0.15
2108.813,0.0,2924.813,0,0,17.456935122382603,0.0,0.0,816.0,0.78012819,0.15
2087.464,0.0,2903.464,0,0,17.498447152207568,0.0,0.0,816.0,0.77728944,0.15
2066.115,0.0,2882.115,0,0,17.539959182032533,0.0,0.0,816.0,0.77445071,0.15
2044.766,0.0,2860.766,0,0,17.5814712118575,0.0,0.0,816.0,0.771612,0.15
2023.417,0.0,2839.417,0,0,17.622983241682466,0.0,0.0,816.0,0.76877331,0.15
2002.068,0.0,2818.068,0,0,17.66449527150743,0.0,0.0,816.0,0.76593463,0.15
1895.323,0.0,2711.323,0,0,17.687908628511504,0.0,0.0,816.0,0.76309598,0.15
1788.578,0.0,2604.578,0,0,17.711321985515582,0.0,0.0,816.0,0.76025735,0.15
1681.833,0.0,2497.833,0,0,17.734735342519656,0.0,0.0,816.0,0.75741874,0.15
1575.088,0.0,2391.088,0,0,17.758148699523733,0.0,0.0,816.0,0.75458014,0.15
1468.343,0.0,2284.343,0,0,17.781562056527807,0.0,0.0,816.0,0.75174157,0.15
1361.598,0.0,2177.598,0,0,17.804975413531885,0.0,0.0,816.0,0.74890302,0.15
1254.853,0.0,2070.853,0,0,17.82838877053596,0.0,0.0,816.0,0.74606448,0.15
1148.108,0.0,1964.108,0,0,17.851802127540033,0.0,0.0,816.0,0.74322597,0.15
1041.363,0.0,1857.363,0,0,17.87521548454411,0.0,0.0,816.0,0.74038747,0.15
934.618,0.0,1750.618,0,0,17.898628841548184,0.0,0.0,816.0,0.737549,0.15
827.873,0.0,1643.873,0,0,17.922042198552262,0.0,0.0,816.0,0.73471054,0.15
721.128,0.0,1537.128,0,0,17.945455555556336,0.0,0.0,816.0,0.73187211,0.15
657.081,0.0,1473.081,0,0,17.948861807655422,0.0,0.0,816.0,0.72903369,0.15
593.034,0.0,1409.034,0,0,17.952268059754505,0.0,0.0,816.0,0.7261953,0.15
528.987,0.0,1344.987,0,0,17.955674311853592,0.0,0.0,816.0,0.72335692,0.15
464.94,0.0,1280.94,0,0,17.959080563952675,0.0,0.0,816.0,0.72051856,0.15
400.893,0.0,1216.893,0,0,17.96248681605176,0.0,0.0,816.0,0.71768023,0.15
336.846,0.0,1152.846,0,0,17.965893068150848,0.0,0.0,816.0,0.71484191,0.15
272.799,0.0,1088.799,0,0,17.96929932024993,0.0,0.0,816.0,0.71200361,0.15
208.752,0.0,1024.752,0,0,17.972705572349017,0.0,0.0,816.0,0.70916533,0.15
144.705,0.0,960.705,0,0,17.9761118244481,0.0,0.0,816.0,0.70632708,0.15
