Import Power [kW],Export Power [kW],Load Power [kW],Tariff Energy Period [-],Tariff Power Period [-],Temperature [C],PV Power [kW],Battery Charging Power [kW],Battery Discharging Power [kW],Battery Aggregate SOC [-],Tariff Energy [$/kWh]
3153.462,0.0,3969.462,0,0,17.166350913607847,0.0,0.0,816.0,0.8,0.15
3125.8963,0.0,3941.8963,0,0,17.20786294343281,0.0,0.0,816.0,0.79716111,0.15
3098.3306,0.0,3914.3306,0,0,17.249374973257776,0.0,0.0,816.0,0.79432224,0.15
3070.7649,0.0,3886.7649,0,0,17.290887003082744,0.0,0.0,816.0,0.79148339,0.15
3043.1992,0.0,3859.1992,0,0,17.33239903290771,0.0,0.0,816.0,0.78864456,0.15
3015.6335,0.0,3831.6335,0,0,17.373911062732674,0.0,0.0,816.0,0.78580575,0.15
2988.0677,0.0,3804.0677,0,0,17.41542309255764,0.0,0.0,816.0,0.78296696,0.15
2960.502,0.0,3776.502,0,0,17.456935122382603,0.0,0.0,816.0,0.78012819,0.15
2932.9363,0.0,3748.9363,0,0,17.498447152207568,0.0,0.0,816.0,0.77728944,0.15
2905.3706,0.0,3721.3706,0,0,17.539959182032533,0.0,0.0,816.0,0.77445071,0.15
2877.8049,0.0,3693.8049,0,0,17.5814712118575,0.0,0.0,816.0,0.771612,0.15
2850.2392,0.0,3666.2392,0,0,17.622983241682466,0.0,0.0,816.0,0.76877331,0.15
2822.6735,0.0,3638.6735,0,0,17.66449527150743,0.0,0.0,816.0,0.76593463,0.15
2684.845,0.0,3500.845,0,0,17.687908628511504,0.0,0.0,816.0,0.76309598,0.15
2547.0164,0.0,3363.0164,0,0,17.711321985515582,0.0,0.0,816.0,0.76025735,0.15
2409.1879,0.0,3225.1879,0,0,17.734735342519656,0.0,0.0,816.0,0.75741874,0.15
2271.3593,0.0,3087.3593,0,0,17.758148699523733,0.0,0.0,816.0,0.75458014,0.15
2133.5308,0.0,2949.5308,0,0,17.781562056527807,0.0,0.0,816.0,0.75174157,0.15
1995.7022,0.0,2811.7022,0,0,17.804975413531885,0.0,0.0,816.0,0.74890302,0.15
1857.8737,0.0,2673.8737,0,0,17.82838877053596,0.0,0.0,816.0,0.74606448,0.15
1720.0452,0.0,2536.0452,0,0,17.851802127540033,0.0,0.0,816.0,0.74322597,0.15
1582.2166,0.0,2398.2166,0,0,17.87521548454411,0.0,0.0,816.0,0.74038747,0.15
